textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
dfd2fbffdb," strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways","strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways",neutral,noon,60-70,Gabon,2225734,257670.0,9
c930341ca9, Very funny Thanks,Very funny Thanks,positive,night,70-100,Mexico,128932753,1943950.0,66
30faedb5d4,Awwwwwwww man my baby dried up.,Awwwwwwww man my baby dried up.,negative,night,31-45,Pakistan,220892340,770880.0,287
b37315069b,House hunting for next year= No FUN!,No FUN!,negative,night,70-100,Algeria,43851044,2381740.0,18
4007cd966a, Congrats on the tax refund.  Those are always nice.,e always nice,positive,noon,60-70,Costa Rica,5094118,51060.0,100
de241b8d04,in 7-11  w/o you,in 7-11  w/o you,neutral,morning,0-20,Sao Tome and Principe,219159,960.0,228
ca1512100a,i hate my life big time its sooo poop gode i ould cry,i hate my life big time its sooo poop gode i ould cry,neutral,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
0f963af18f,I did not twitt yesterday cause it was a very busy day but I`ll be back tomorrow  BTW I can not sleep  I`m like in zombie mode @_@,I can not sleep,negative,morning,0-20,Mongolia,3278290,1553560.0,2
ae0135244f, why go winchester when my sister doesnt go there any more!   bad times.. x,bad times.,negative,morning,46-60,Ireland,4937786,68890.0,72
8a533f0857, are you feeling better? sorry you`re feeling under!,sorry you`re feeling under!,negative,noon,21-30,Holy See,801,0.0,2003
c02977bde0,**** IT!! _____________,**** IT!!,negative,morning,46-60,Vanuatu,307145,12200.0,25
7b17834153, So sorry I missed it!,sorry,negative,noon,60-70,Samoa,198414,2830.0,70
e483f2a16d, aww we love you too,love,positive,night,31-45,Mexico,128932753,1943950.0,66
90846dcd1f,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,neutral,morning,0-20,Dominica,71986,750.0,96
35b9799eea, Haha! Thanks! It`s the inane grin from grading. Some students have been really fascinating this semester,Thanks!,positive,morning,0-20,Indonesia,273523615,1811570.0,151
4f90b98302,Bah I don`t think `s FB fan page will get to 7500,Bah I don`t think `s FB fan page will get to 7500,negative,night,70-100,Thailand,69799978,510890.0,137
751762b290, Doing okay. How are you doing?,Doing okay.,neutral,night,31-45,Australia,25499884,7682300.0,3
adb0d508ff," Yes bb  There are actually 2 of them, but the other one I don`t really give a **** about.","m, but the other one I don`t really give a **** about.",negative,night,70-100,Madagascar,27691018,581795.0,48
522da599dd,"such lovely weather, i wanna go out!",lovely,positive,morning,46-60,Malawi,19129952,94280.0,203
81876c9769, Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,neutral,morning,0-20,Haiti,11402528,27560.0,414
c2c5b285b9,Shared Kim HÃ¯Â¿Â½ltermand - Portfolio: Shared by Kaare Finally a dane  IÃÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,honor,positive,morning,46-60,Yemen,29825964,527970.0,56
5e95d1255c, rest well!,rest well!,positive,noon,21-30,Paraguay,7132538,397300.0,18
3792c7b13e,      You`ll be missed!!  Bring me back  a keychain!,You`ll be miss,negative,morning,0-20,New Zealand,4822233,263310.0,18
5a81652f80, I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,negative,night,70-100,Gambia,2416668,10120.0,239
d552770b7b,Wish I was in Chicago.,Wish I was in Chicago.,positive,noon,21-30,Venezuela,28435940,882050.0,32
6abf30463f, nah i understand you cant cancel i just wanted you to come,nah i understand you cant cancel i just wanted you to come,positive,noon,60-70,Somalia,15893222,627340.0,25
4dad557268,says BAD TRIP! (angry)  http://plurk.com/p/wxshi,says BAD TRIP!,negative,night,31-45,Sierra Leone,7976983,72180.0,111
7135e56a77,spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,positive,night,70-100,Guyana,786552,196850.0,4
86d15f120f,"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!",It was fun  it`s been NINE months!,positive,noon,60-70,Bangladesh,164689383,130170.0,1265
5d1db9f665," ouch! I can`t even look at that one, just knowing it exists it enough for me",ouch!,negative,night,31-45,Ecuador,17643054,248360.0,71
9476187ac5,I must be the only fool in twitterland that doesn`t get retweet!!  #sadsville,fool,negative,noon,60-70,Lebanon,6825445,10230.0,667
4003fda78b, well she likes it so i call it a SUCCESS,she likes it,positive,morning,0-20,Afghanistan,38928346,652860.0,60
c245cc91cb, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,negative,night,70-100,Uzbekistan,33469203,425400.0,79
f2f187fd15," get that fixed, after few years it can worth some thing",after few years it can worth some thing,positive,noon,60-70,Iceland,341243,100250.0,3
9f229b39a9,here again in school bored wanting  2 go home,bored,negative,noon,21-30,Kenya,53771296,569140.0,94
be41b247ac,thought Yes Man was good  had a blast with old friends tonight and heard some great music,good,positive,noon,60-70,Costa Rica,5094118,51060.0,100
27d78e151b, ooohhhhh - sorry  So sad - never noticed the dollar signs! #oxteach,o sad,negative,noon,21-30,Armenia,2963243,28470.0,104
ac5a2b056a, That will make things fair. My poor Tiger has no claws or nutz,That will make things fair. My poor Tiger has no claws or nutz,neutral,morning,0-20,Afghanistan,38928346,652860.0,60
a387da4c19,"Wooow, I haven`t charged my iPod Touch all day today, and it`s still ALIVE! That`s so coolio",coolio,positive,night,70-100,Niger,24206644,1266700.0,19
b40979e8da,"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!","a filthy, bloody mess   lovely weather",negative,noon,21-30,Denmark,5792202,42430.0,137
a6d79f3991, oh I love oreos!! U can`t get many varieties in the uk,love,positive,night,31-45,Suriname,586632,156000.0,4
182cbabf99,Jammin To Capital In My Garden  ****,Jammin To Capital In My Garden,neutral,noon,60-70,Malaysia,32365999,328550.0,99
0b31c01ce9,  I kinda want to smack that darn skeleton though.,a want to smack,negative,noon,60-70,Iran,83992949,1630000.0,52
4b0d9c3387,is so glad the weekend is here. Only one more week left of school with my kids.,is so glad the weekend is here.,positive,night,70-100,Panama,4314767,74340.0,58
7cdcf02492,Haih.. Cannot sleep lar..,Haih.. Cannot sleep lar..,neutral,noon,60-70,South Sudan,11193725,610952.0,18
2631f4447e,aww i feel so bad for Holly,aww i feel so bad for Holly,negative,noon,60-70,Costa Rica,5094118,51060.0,100
18d3109614, http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,neutral,morning,46-60,Malawi,19129952,94280.0,203
3e9b8995b8,I`m boredddd. The day has gone quick  I don`t like it!,I`m boredddd. The day has gone quick  I don`t like it!,negative,night,70-100,North Macedonia,2083374,25220.0,83
90162f9656,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,negative,night,70-100,India,1380004385,2973190.0,464
7323ea2297,im feeling the burn of the last 4 days..gonna chill play xbox and watch stuff all day,im feeling the burn of the last 4 days..gonna chill play xbox and watch stuff all day,neutral,morning,0-20,Cambodia,16718965,176520.0,95
0efadd6e63," fair enough. actually, you dont have to give me x-men.  mad max will do me fine","fair enough. actually, you dont have to give me x-men.  mad max will do me fine",positive,noon,60-70,Tuvalu,11792,30.0,393
4e0b1e45cd,Making yet another attempt to attend church on a Sunday morning!  Looking forward to it y`all.,Making yet another attempt to attend church on a Sunday morning!  Looking forward to it y`all.,neutral,noon,21-30,Botswana,2351627,566730.0,4
07c5d24863,Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,lost,negative,noon,60-70,Colombia,50882891,1109500.0,46
b3891513eb,hey Dasit thanks for the message,thanks,positive,noon,21-30,Paraguay,7132538,397300.0,18
42be424a29, oh Nancy - so sorry for your loss  & wishing you the best!,oh Nancy - so sorry for your loss  & wishing you the best!,neutral,morning,0-20,Egypt,102334404,995450.0,103
271f782910,Happy Mother`s Day everyone.,Happy Mo,positive,noon,60-70,Angola,32866272,1246700.0,26
a34d594f42,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,fun..,positive,night,31-45,Mexico,128932753,1943950.0,66
5da7eca093, So you wouldn`t reply to my gorgeous hot pink shoe then?,gorgeous,positive,morning,46-60,Ukraine,43733762,579320.0,75
938e11848c,"Celebrated 18,000 plays on Last.fm with Dez Moines by #tdwp http://bit.ly/GWUHX",Celebrated,positive,night,31-45,Thailand,69799978,510890.0,137
16242b3ff9,"#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible  -- 'Christ -- without the Crucifiction'  Abstraction w/o `Skin`",Misconstrued,negative,noon,21-30,Seychelles,98347,460.0,214
af9f223e1f,"so much for a day off- I`ve been on my feet, all over the place, all day!","so much for a day off- I`ve been on my feet, all over the place, all day!",neutral,night,31-45,Croatia,4105267,55960.0,73
6a74473449,Buenos Dias mundo de Twitter  eating b-fast and watching 'sex on fire' video b4 I go to work !,Buenos Dias mundo de Twitter  eating b-fast and watching 'sex on fire' video b4 I go to work !,neutral,morning,46-60,Cambodia,16718965,176520.0,95
5bea8d1365," I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then",flo bttr 4,positive,morning,0-20,Micronesia,115023,700.0,164
74009f3afd," happy birthday, amber! hope it`s a great one...and - you`re far away from thirty...shhh...you`re making us 29`ers feel sad!","happy birthday, amber! hope it`s a great one...and - you`re far away from thirty...shhh...you`re making us 29`ers feel sad!",neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050.0,40
7009d3d220,"No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come","No more drinking for Harm   Doc is convinced that it`s the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come",neutral,night,31-45,Comoros,869601,1861.0,467
333aede244,Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).,Great,positive,noon,60-70,Costa Rica,5094118,51060.0,100
a2f6fb8beb,Having really bad sorehead,Having really bad sorehead,neutral,night,31-45,Ecuador,17643054,248360.0,71
1380f4c20e,is drawing a picture for her bubba,is drawing a picture for her bubba,neutral,noon,21-30,Somalia,15893222,627340.0,25
142f9472fc,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,fo,negative,night,70-100,Brazil,212559417,8358140.0,25
7a631f317c," Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",y allergies kick,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228
d3746ae467, ur welcome  u finished ur speech (typed it and written notes),welcome,positive,night,31-45,Spain,46754778,498800.0,94
7100d525ab, I don`t find this stuff amusing any more,I don`t find this stuff amusing,negative,night,31-45,United Kingdom,67886011,241930.0,281
3d88d89c9d," Hi, California is cool! Here in Budapest/Hungary it`s too cold and cloudy today  but usually it`s hot in the summer)","Hi, California is cool! Here in Budapest/Hungary it`s too cold and cloudy today  but usually it`s hot in the summer)",neutral,morning,46-60,Egypt,102334404,995450.0,103
ae2cc94b1c,"  It`s a pleasure , Will be wary of girlie marshmallows from now on lol  You might have saved my life .lol ;-)",It`s a pleasure,positive,night,70-100,Jordan,10203134,88780.0,115
6a7a60b55f,Sitting outside with my laptop  Its kinda nice,Its kinda nice,positive,noon,21-30,Luxembourg,625978,2590.0,242
0b6b208122,  Welcome to my network buddies,Welcome to my network buddies,positive,noon,60-70,Togo,8278724,54390.0,152
04e63e480d,is going home after an awesome time with the peeps,awesome,positive,noon,60-70,Costa Rica,5094118,51060.0,100
41e49a464e,"at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight","at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight",neutral,morning,0-20,Guinea,13132795,246000.0,53
bb7e9074d3,super bored on a friday night,super bored,negative,morning,46-60,Kuwait,4270571,17820.0,240
0812441c44,Bummer. MacBook is bugging out  Any Mac heads want to lend a helping hand.,Bummer.,negative,noon,60-70,Bangladesh,164689383,130170.0,1265
8a6a0b2578,thirty minutes turned into three hours. oops,oops,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
7e1a46f894,when i fell on my **** today i ripped my blue volcom boxers,when i fell on my **** today i ripped my blue volcom boxers,neutral,noon,21-30,Oman,5106626,309500.0,16
113408490,_surprises no it`s not ready,no it`s not ready,neutral,morning,46-60,Bahrain,1701575,760.0,2239
bd19a4260b,Kinda meant mother. Im giving props to  for taking us,Kinda meant mother. Im giving props to  for taking us,neutral,night,31-45,Netherlands,17134872,33720.0,508
